,F1,F2,centering,czy_ostatnie,index,l1,l2sens,realization,set,target
50,Tadeusz codziennie pisał wiersze dla Marii.,Według niego najważniejsze było śpiewanie piosenek dla Marii.,filler13,,,,,pronoun,nonsensible,filler13
51,Igor usiadł w ławce razem z Albertem.,"Był zadowolony, że się udało, bo zawsze bardzo dobrze mu się pracowało z Albertem.",centered,1.0,150.0,28.0,25.0,null,26,target
52,"Paula wiedziała, na co może liczyć ze strony Łucji.",Dla niej najważniejszy był ulubiony grzebień Łucji.,filler3,,,,,pronoun,nonsensible,filler3
53,Staś pomógł Adamowi myć samochód.,"Adam wiedział, że prawdopodobnie Staś będzie chciał zapłatę.",noncentered,0.0,83.0,17.0,0.0,noun,14,target
54,Mikołaj co roku przynosił prezenty Tosi.,On bardzo lubił pleść Tosi warkocze.,filler11,,,,,pronoun,nonsensible,filler11
55,Grażyna przesłała e-mailem Klarze podziękowania.,"Grażyna cieszyła się, że udało się jej szczerze porozmawiać z Klarą.",centered,1.0,26.0,22.0,0.0,noun,5,target
56,Teresa wrzuciła do skrytki Marty banknot.,"Ona była zawsze umalowana, czego zazdrościła jej Marta.",filler5,,,,,pronoun,nonsensible,filler5
57,Olga przepisała pracę domową od Ani.,"Ania nie podejrzewała, jakie nieprzyjemności będzie miała z tego powodu Olga.",noncentered,1.0,137.0,27.0,0.0,noun,23,target
58,Staś zawsze podziwiał Rafała.,Był dla niego kimś w rodzaju starszego brata.,filler23,,,,,filler,sensible,filler23
59,Hania zgubiła podczas wycieczki złote kolczyki Julii.,"Będzie musiała przyznać się mamie, że pożyczyła kolczyki Hani.",noncentered,1.0,105.0,20.0,18.0,null,18,target
60,Irena odziedziczyła cały spadek po Konradzie.,Stała się z dnia na dzień obrzydliwie bogata.,filler30,,,,,filler,sensible,filler30
61,Rafał często znęcał się nad Grzesiem.,Grzesio w końcu któregoś dnia postanowił poskarżyć się na Rafała.,noncentered,1.0,71.0,16.0,0.0,noun,12,target
62,Mateusz zaraził się grypą od Adriana.,Żaden z nich nie był zaszczepiony.,filler29,,,,,filler,sensible,filler29
63,Darek zobaczył Wojtka przy przejściu dla pieszych.,"Darek zamachał energicznie, by zwrócić uwagę Wojtka.",centered,1.0,110.0,19.0,0.0,noun,19,target
64,Prosiaczek lubił jeść z Puchatkiem miód.,"On często ziewał, gdy Puchatek wchodził na drzewo.",filler14,,,,,pronoun,nonsensible,filler14
65,Zuzia była najlepszą przyjaciółką Justyny.,Wszystko robiły razem i zawsze były ze sobą zgodne.,filler28,,,,,filler,sensible,filler28
66,Asia znalazła na strychu stary pamiętnik Ewy.,"Ona, pamiętając, co kiedyś o niej napisała, nie mogła zdobyć się na rozmowę z Asią.",noncentered,1.0,64.0,28.0,26.0,pronoun,11,target
67,Krzysztof postanowił zrobić remont w mieszkaniu Dominiki.,"Gdyby Krzysztof nie został strażakiem, Domince starczyłoby na jabłka.",filler18,,,,,noun,nonsensible,filler18
68,Staś próbował zrobić ulubiony tort Doroty.,"Dobrze robił fikołki, a Dorota lubiła czytać kryminły.",filler12,,,,,pronoun,nonsensible,filler12
69,Ula pomogła sprzątnąć dom Mariuszowi.,Sam by sobie nie poradził z tym bałaganem.,filler40,,,,,filler,sensible,filler40
